ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ukbench00061.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2302.15025,94.3909957234,2393.54811719,2462.00682031,162.85212419,55.0855561282,-19.5885430264,124.554585477,107.106486127,2146.17085156,2276.34800781,49.1939396535,124.84029464,-94.2555154098,79.1469039599,42.7530771996,29.7397124497,-31.5005151809,314.716780488,-127.702990938,1879.03357813,1518.09382813,-154.485788917,65.8386705348,12.7676182221,53.8973527164,-10.9517466378,20.7405135286,-42.6993656492,64.2531261631,-47.3782765776,28.6794279284,52.84921632,211.501431669,-182.84428261,1735.62192187,-272.47156428,205.631213778,31.9424148313,108.692228336,-128.231594476,15.9903236765,-77.4109325091,-15.5247128336,-55.0066311345,-128.309752782,88.5293160143,-0.287525368725,176.273379684,98.6736203286,137.913333205,-114.45471717,-43.6318540149,18.3467915843,88.2340219146,-11.7788286199,-69.7651476645,74.7039642285,-16.0200343096,72.6909344121,70.3097379301,-75.8802142578,-11.8673696267,-18.6933315449
1,2012.05875,-20.1206385857,1998.960625,1969.35971875,-39.2753375852,6.11154719531,5.88245724233,7.57350710292,-31.3822953366,1929.57953906,1932.76409375,-28.5330824515,0.655380267493,4.908985198,-0.115678249985,-4.10472435247,8.7731290769,2.19543883386,19.8365468879,-51.8320114925,1948.93771094,1921.31178906,-51.2711618575,-15.0923909284,-6.81255893874,18.6651551981,-5.19273305451,-10.2206841476,9.53884134404,-0.951627986522,-16.2181385076,5.17876720133,0.992144279275,-10.819233285,-21.2895161974,1998.00782812,-29.2141059774,0.801855131912,-3.91299327284,31.2037052247,-28.5216272891,6.93891033103,-7.02547597261,-12.86089158,-3.90566778317,-16.7137789631,23.9133293495,-51.9331507481,-4.38195426719,-24.6902771598,31.8634082301,-7.06007548557,3.55384182557,-4.86057487924,3.17033501758,2.44781566898,-11.5250201365,10.8616021008,-6.71231734297,-11.7782904242,8.84837211983,24.3912096974,-5.40366012154,12.6498471853
2,1969.99246875,-16.8537996598,2021.1055625,2098.97878125,24.7973406727,-2.4282490389,18.6245243734,22.786765481,12.7651855249,2162.73316406,2170.5175,13.4929202339,-7.5907122781,-22.2713156022,26.436291869,24.2709315009,-19.038352899,-1.42339465327,-39.4940422765,17.5551752884,2152.11311719,2179.85188281,21.3300723468,-0.668261220793,-8.34836412349,-10.0800170881,22.9271491479,18.1418396375,-8.48712400139,2.91449368617,14.5125682072,-1.4292340572,8.98258307739,-5.57051360591,-17.3567600446,2105.11285937,1.34589823226,-13.9687709993,9.79225136638,-38.5365351281,41.5684577721,-6.92432080272,-11.7144069305,10.9008447396,3.58486940353,26.6796345992,-27.3710262667,58.6403302693,-14.4511305877,34.1378473417,-47.4496437263,13.649706301,2.62176734582,-14.9592914938,-17.4256501431,6.45064199231,19.3456407551,-23.4873693293,2.03453849195,11.4599880401,-22.2232208925,-26.8081470943,17.9619801323,-22.3840813738
ukbench00062.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2261.16199219,65.1076700849,2334.87839844,2371.665375,135.732958539,62.1846301386,-3.41352256015,123.208063872,67.7762790642,2049.88978125,2217.965125,10.2968080904,126.144230252,-86.9686789787,52.9500506005,34.0113411747,11.5419437854,-27.3781538715,318.38103754,-169.929125477,1777.5995625,1455.57485937,-183.080160586,28.9776283247,15.9245082148,59.2438478559,-8.11994773577,-25.2318682825,-47.1851913386,69.6763227915,-33.5192362418,40.8371733319,73.5429264699,204.099051855,-231.960110007,1561.01264844,-310.638955994,158.045407304,15.3730853654,126.529267581,-100.95998874,-1.45331196783,-78.5743308199,9.1761683224,-92.9738709636,-108.068660407,85.4151735558,18.7929122308,123.317730643,44.9694887764,146.514856305,-71.013158662,-65.9724721525,11.8608016489,70.6524079318,-26.0316111407,-91.9692407078,60.7826724157,-25.3797998936,58.5577558089,25.3653108574,-55.5870964448,1.50144297491,-14.5556566784
1,2002.99982031,-27.9534987176,1995.15046094,1957.06170312,-37.9460657553,9.26083696518,2.23056907098,5.53768976344,-36.5578776582,1926.65871094,1935.72854687,-26.3883850334,3.76195980186,4.87111478061,-5.32529298465,7.70295048274,5.25588603466,2.23129415363,15.6784166796,-50.4194059705,1946.01688281,1928.64657812,-49.254514296,-15.7341311165,-13.8909193442,19.0843921796,-5.58384400749,-19.3160412782,21.8507587337,0.118524585396,-6.99298776929,7.27495210853,-0.121119880447,-16.2428840956,-10.6383179739,1987.75221094,-26.1907584174,-2.18059400864,-9.47610654872,25.8153195326,-21.8666405395,2.50906021329,-6.46667731457,-7.29899623275,-10.7383335347,-13.3668492906,17.2980802464,-52.8894371942,-5.75552669201,-25.1155245055,30.4037906784,-4.84413915164,2.00454395988,-1.38766037348,9.29286767787,5.58522850513,-16.6798313184,11.8865589044,-8.46679802792,-13.0136613073,13.0703268314,28.6598604956,-5.96080760886,16.1917973812
2,1967.31453906,0.748831706935,2022.55539844,2100.97870312,24.6380481278,-1.24281010701,21.0354745121,25.6050179239,18.9293055844,2161.54771094,2161.73320312,12.2072093868,-9.8160692169,-22.5264320663,34.9152037579,-2.5587917169,-19.0534286365,-0.950206218467,-38.9268623633,18.6111840744,2150.92766406,2175.33820313,22.8761933537,1.23334966372,-3.62444095825,-11.3223042658,25.9328080379,6.84472555938,-29.3878779232,1.07481432636,6.3931170994,-7.64066994547,10.4144806715,-4.23919878812,-22.9667672198,2108.44108594,1.03194642362,-11.9497116769,9.86692301947,-36.4861574821,33.6447376834,-4.22057041588,-10.8447840338,8.5581430268,13.6371002726,22.149969629,-28.6434649195,61.2253046044,-9.43950000508,36.9168688429,-44.8640580624,12.8558904845,7.21266213356,-15.0693361531,-18.8668104977,7.02516758559,21.3936465787,-21.3058288997,4.42298361214,12.2963097947,-19.0483843809,-30.3172811633,17.3400705795,-24.3697725421
ukbench00063.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2283.28188281,72.9599889074,2344.34091406,2404.36252344,135.203714651,63.1579011846,-2.33132409207,119.054308889,104.474171892,2063.17921875,2213.0371875,71.5995055169,118.485297093,-93.9566220441,54.2302011365,30.5937720816,16.2022194152,-46.2003626066,319.221600516,-154.903828511,1732.67789844,1411.32995312,-92.6267356088,74.3407079723,2.03453908719,42.7622549709,-5.40824213983,-30.0232532274,-51.5888782694,65.4087178029,-35.481217065,35.0813793758,109.290195512,215.134966238,-106.042560131,1450.20714062,-239.63119296,162.135042267,-2.27857983393,51.9273035055,-138.775222727,29.4026268798,-73.4696586279,-14.0033181989,-58.75909244,-144.482235535,68.305669849,61.749348558,177.047348356,48.6092562883,79.6326310759,-109.547050467,-8.6177400473,27.7872090246,88.3848342692,20.4508465516,-66.6054252595,76.1225751112,-36.2348102075,-26.1959672953,66.0336528705,-12.1067260089,-23.830359928,3.61082686299
1,2019.97552344,-26.2259298014,2004.56036719,1967.93202344,-41.2303774561,11.8264215431,1.73669630002,5.723922334,-32.339072655,1937.82547656,1931.63284375,-22.2468109702,3.81398591745,5.11241967483,-3.25995561078,6.73961293881,6.07122434754,-0.956991282071,19.2905161532,-56.3243708318,1950.13439844,1917.501625,-51.5094079341,-11.8592686388,-9.64660531891,15.9786742354,-3.78084286262,-16.3281207862,21.0529658343,2.73901571451,-7.9759414896,8.49410363619,10.1963905674,-8.97644557413,-12.2018934713,1981.31766406,-36.0620446493,-26.6819968278,3.29189289024,23.3076095273,-29.0227323084,10.7905987021,-5.1236391689,-15.0480105089,-4.10823143908,-21.6535669937,20.1633321665,-33.6175795511,-14.2758984017,-20.8817792829,37.4614124129,-6.29313433946,10.3242268459,1.13070099605,-2.33321895261,8.01236990242,-26.8811626707,13.5480830635,-9.62801702929,24.5902845795,-1.79518997217,4.59688181942,6.17354928193,6.05404986282
2,1966.21436719,-0.279287592089,2011.89271094,2090.90874219,27.866273596,0.246242281292,21.539031998,25.4431319084,13.230269952,2150.59932031,2161.56903125,7.13060263907,-7.46894562368,-24.3270929331,35.7534457014,-4.52991931319,-16.250744618,0.111057646236,-38.2659987759,19.2936216957,2146.10696094,2181.30171875,21.9476796538,-0.767303011369,-4.30334444562,-10.8172477231,24.0490666944,1.75667860017,-29.7573889725,-1.20309477543,8.03527744011,-2.55543418876,-3.12641001415,-7.42681855759,-29.325820643,2107.82703906,3.4836305952,19.1625062015,-0.869139042163,-30.7948538741,39.6372094882,-9.08473712163,-12.5708947024,11.463313169,-1.30204814275,32.9797903627,-21.4777000417,38.1836265491,4.28235053734,23.4614050043,-50.1211649612,19.8929696281,-8.18735980598,-15.653454262,-9.04480122815,-5.88255141869,42.6423997469,-22.7501386944,15.2655670844,-31.107966832,-9.60319401468,1.8575887909,-10.0766449469,-2.90313847712
ukbench00064.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1980.50692187,129.377887862,2126.95539062,2185.99445312,111.181206829,-8.81323865519,-108.21309821,7.61890739934,93.6966905969,2220.85067969,2185.13384375,90.0643479702,8.16197024743,-63.012525241,16.0431369622,32.6138022632,-16.4888793994,-21.9780078417,8.1886354378,89.8002357365,2024.64530469,1877.25039844,102.703129914,20.3865180738,-13.0393223646,4.3384094618,3.59132843411,-4.85903695866,30.5418543082,-6.8000055954,8.67750640538,21.3920627813,-29.0145171699,22.2031066167,52.8313095192,1823.86421875,-17.921989174,93.6705075893,-62.2945450747,49.5285873814,-0.666485642053,12.5446440188,-3.573191641,5.87274233722,3.6874468568,0.40579747715,41.8561970677,-13.3038609612,4.37978980682,-83.1092365253,-13.4209032797,18.6206329102,-25.2939955559,4.61715300413,14.4002547246,-6.37560789148,-62.1114925083,-89.7329885325,-50.5758864567,-54.0808436854,-32.9422764431,-10.8911546318,-47.5672613633,-20.8904333855
1,1880.4509375,53.5490671881,1855.40577344,1914.52428906,39.329120997,52.3771341567,-68.4278428314,63.3963510569,10.491709097,1979.66986719,1940.79885938,10.9020320395,-1.87120865126,-42.6903363339,-9.96143307123,20.2118184943,-23.4323973014,-0.518434636064,17.0078204467,44.7316995476,2061.19628125,2063.98425781,6.91109515273,55.972750121,-12.8650795482,-6.00952928088,8.6114115137,5.22256155347,-2.1477373095,0.885141886055,-3.94321687958,5.17876720133,-48.5131251527,-21.6884764291,15.6242164809,2070.01329687,10.8429301929,1.00538984821,12.8554926744,16.980495389,0.020691638662,1.44740097719,1.68873976331,-0.357791490464,-2.78405462119,16.3840708493,22.8112537125,-0.626165013434,-5.86651320147,-9.84828547138,3.54037869224,-16.9343812328,-14.2176101186,2.89072576235,1.29889102857,-8.58015711054,-1.7978174813,-0.784490779552,-1.73274576682,-0.701766506571,15.7620996449,-1.64412876036,-0.754809821967,-1.52541143179
2,2089.36084375,-12.4608613993,2129.13324219,2126.16107031,-10.4198810347,-13.251396073,19.5249778819,-23.4035370878,-0.605975555889,2083.18836719,2072.90520312,0.222000253349,1.38903518423,13.0041881812,6.90343931055,-5.90635350315,12.0293834256,1.16563809203,-4.61759832503,-7.78932727213,1974.45496875,1939.13228906,14.6501757893,-10.9541340386,4.23327058082,2.15138895458,0.53184314875,-4.60733335142,-0.602568491559,-1.07449983176,3.06831698859,-1.4292340572,6.84595130747,50.4019478328,0.207771220028,1965.54914063,-6.80405021514,57.9310237843,-31.5154805186,-3.34844891959,-1.2757488234,-0.684691064433,-2.87074125096,0.0290982845605,0.584347760934,-3.65398423328,-11.9283721171,-5.83602826136,38.942374582,4.83266324199,-5.27218263626,19.9369011223,2.44368982436,1.02113351752,1.13137685631,1.04180055208,-2.26309448523,-9.85236185023,-2.25929264891,-9.97009123341,-13.9009423958,2.01121461596,-4.81033696668,2.0327848929
ukbench00065.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2099.22384375,200.053479964,2187.04732812,2230.15146875,164.169741784,65.7122499011,-79.1023075435,133.014672734,183.863207008,1926.143,2144.21233594,99.1421100077,22.2915569169,18.6741541764,13.7962057281,-12.514643481,-76.1930095757,12.0978566727,-20.800061951,21.5553336111,2191.11970312,2002.60942187,139.175344917,8.8973655803,-35.6793527533,-20.7082629026,-53.5174073032,-14.4209426831,16.3212763717,22.83616244,-24.4045156894,54.8605150164,-13.6747611025,-22.28783277,118.414551308,1967.96622656,101.282980724,4.6031339271,-16.6850653773,16.0674382336,-14.6069767529,62.3982361716,29.043351175,-11.7222070335,82.1917358157,13.7629563581,3.41781167541,0.619931817424,100.697072169,12.9038922724,54.4597511996,5.71386501287,19.7374295783,4.80227263943,5.35129964693,-12.5672803497,35.0434439579,19.6394765271,14.2118694982,27.5056027427,17.8811148766,12.5368971311,7.52550896736,-2.23890899938
1,1760.36979688,57.3771996531,2042.80576563,2080.38690625,46.5706326654,76.0537844643,-6.05567518915,-64.632447033,24.6327638526,2031.79666406,2013.00064062,22.2596173289,-44.0867697368,-40.8815404506,46.0186087565,-51.2889389447,26.4532845288,-19.1415290577,-0.487473713598,15.8370328329,2036.48921094,2048.13782812,7.19495138345,-2.36072415507,-6.13967719844,27.3765892084,11.2215490197,-7.77777455174,6.67265512508,32.6290246228,12.8629194842,0.582584172165,-1.66337044555,2.78908402892,13.1409206595,2061.19430469,14.8823392645,6.12344762073,-2.61410773827,-0.861609612876,-4.10846770239,-12.4620665732,-34.7754008865,-15.9613479322,-4.32601008656,-4.2965399456,-11.0866443581,-9.88270617405,1.83260693047,-2.24072070743,1.51499837578,6.69553669481,2.63436095219,1.37780017583,-3.11034206221,3.08049699576,4.92949648183,-1.52131261836,1.64752894896,-11.1665602723,0.258494272323,9.41296979378,1.17439945864,-0.956591674321
2,2115.53039063,-12.9979378902,2031.41004688,1868.38671875,-11.5521721441,1.49296990296,-9.33537848537,38.9543948355,-5.34385669141,1805.71972656,1888.47760937,-25.0225479421,100.701284156,23.4896994206,-19.811773038,17.3707748933,6.85217406891,21.1690795299,73.3959108307,-14.3174311546,1936.96180469,1882.76354687,42.2237111418,72.6796685564,-0.113466617518,-15.0190143237,-32.7509676305,2.51310210388,-6.93601880365,-24.0776386513,-24.6318063291,8.71108598112,-3.88773843436,12.1910491408,24.0608213752,1908.03758594,-5.61669472156,9.84220720544,-6.88175226996,7.77183272911,5.35203965971,19.2017498656,33.4389407476,22.0891589924,31.9708727992,13.6245731256,27.633351834,11.4322016872,49.8311229539,6.37246610649,32.041659906,-11.8617655232,0.761480192012,13.6631454642,6.40473445467,-0.655134759841,-8.06519636997,16.6849413273,-0.368588012909,23.3790504474,-3.17621224284,-9.73584797803,-1.89243776421,-0.582958248055
ukbench00066.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2097.29503906,59.5785909317,2135.64150781,2251.98821094,65.3452247204,8.90286383731,-24.5668906504,98.4781503855,70.9019480255,2262.37310937,2227.87064844,76.5965769127,27.1595923159,3.05147870749,-35.1882574609,-8.44067540048,-79.8100320139,-23.1980832586,18.002314864,47.216269371,1961.42889844,2079.60492187,-19.9394908774,70.4123177657,-23.4618523219,-6.32422494414,-34.4339908024,26.025606716,23.1086221198,20.0593695664,-0.577751464454,6.68857828596,-37.063195303,48.9525505159,33.9119709851,2361.79916406,194.156745897,49.0055223002,-65.2812344948,-20.9390504026,29.1029833917,8.93892185721,5.8288587248,13.2341211595,13.0659115641,25.7286327454,-51.0795984846,-27.8555033594,5.90424473029,2.29242189974,-68.0093534378,-16.3845141158,26.6614196728,12.1234176296,31.4382837222,-42.5650289071,-39.9458176752,-9.50515584785,0.905759093522,-29.4656585365,-24.8630755354,-26.5483288991,0.638505271145,1.50485537104
1,1962.74869531,17.5560764836,1801.81065625,1897.25214063,-9.98968803091,-3.56730148462,-24.5378188208,95.5470383233,25.2111527628,1978.50589844,1968.67760156,22.7054909026,22.3880449382,41.6981790173,-3.52495492557,4.21156645906,-31.049467558,7.94801409605,25.1750475841,6.94249335722,2046.130125,2050.29324219,16.2652487028,53.4541468711,-0.933414661459,0.846185846211,-23.1386631645,7.09142916423,4.21382176921,-6.40626188411,-13.4808392588,-8.06715477142,-5.27445671099,-9.16646872263,14.2181405955,2108.50060937,44.7265220362,4.85702150527,-11.8756947034,-22.9668890199,7.49495752875,-1.19723285634,-22.541093316,6.99690091459,5.04388358324,13.4498213146,2.14245620719,-4.66309269034,16.2721780482,1.70416501664,-1.40563436838,2.72214974197,13.9286633927,-5.32695253594,-14.70307522,-0.790996418069,-0.161349717984,-0.823050196214,-0.355796223281,1.76180312576,-2.77580455997,-0.0410267093681,1.34438943751,0.442343999385
2,2071.82635156,-8.89498554876,2140.339625,2128.13967188,-1.88072525883,0.766231299511,17.511103217,-23.8981829996,-14.0340625395,2081.71721094,2054.25775781,-10.4421297335,-9.19606031086,-7.82877535222,1.74734372039,-0.586941930825,3.28814596941,0.337119127219,-5.31034126156,-4.60830701979,1940.3753125,1992.00224219,-25.1910775062,1.96845863031,1.63280725584,-4.24699381324,7.00657477333,-3.77200426699,-2.69063496579,3.86927176558,5.39929873875,-0.449272446825,4.35592093598,72.9423147046,-13.6206219465,1996.65023438,-26.1578139223,27.6219808513,27.588136523,0.212579500366,-0.521712916572,0.589497596101,8.0048061156,-1.31821060012,-2.22269231133,-2.13927139295,-16.7859526359,12.2396166742,-9.41782580106,0.670858311599,-9.75135054168,-8.45385830645,-4.1394402466,0.968715092546,4.83697395773,-5.32150205592,-0.0687003370725,-1.04026456056,-0.892117394364,-3.79456492783,1.72927781556,-8.82683626069,-1.22627320511,-0.0916880133292
ukbench00067.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1997.73155469,0.155327309927,2028.27303125,2220.86098438,-56.9438635416,-23.0888023222,7.32608178178,-32.2157505042,80.7689094788,2249.23139844,2204.44192969,93.8233423291,-21.5841465999,81.7662911123,14.3500415902,16.2289319181,98.9259954064,-11.1179736324,-41.2039287552,96.6190997235,2017.84853125,1738.82335937,132.303438161,5.44553944352,-47.3704852861,8.69746865131,32.0652641396,10.1118950571,4.32929353363,-14.5154759844,18.266368654,12.9107809798,-41.1016480158,-27.3663971349,-54.4892828082,1985.75089844,17.5278123155,-111.103586843,-53.6257104619,-11.7933975859,-5.30894947657,12.8304353028,-15.0486647118,3.47123961963,-1.18248636001,24.7376578759,12.3387260696,-85.9038121484,-112.837348485,-140.153560675,0.120241298432,2.56084485342,51.2893359554,14.231777696,-8.26771316829,14.2001455561,-13.9651271722,-44.4213484504,8.35458826154,-1.44146102318,47.8135830811,1.92358905176,21.3216978534,17.1862812494
1,1949.82507031,9.74277077754,1792.40075,1846.80885937,-85.4379919201,18.9803163635,15.9523415979,-19.6536735262,-33.3515630524,2006.91209375,1929.65390625,16.1893655719,-31.8340692778,21.1062487171,24.6669725957,7.69419150489,29.8303160304,-19.3284881705,12.7266790004,19.0240448571,2057.18782813,2049.698375,9.9549930666,91.9621080431,-7.73604566856,8.29990891213,-3.60816617992,-1.34888955247,-3.57578780793,-10.6841691976,-0.296227114905,1.66152415909,-19.9416609103,-8.62092126583,-9.77572624859,2081.66389063,4.67463469531,-19.1698541922,-1.35652007006,-33.1533643485,-0.862070912123,1.07597839346,-4.51333818645,1.66775714262,1.4683412769,9.878355943,17.4151561371,-11.9993723677,-15.6164560517,-17.7052289997,-4.97686059395,15.9580805665,7.64256854381,2.10222564664,0.168009400612,-14.0179575333,1.95025628474,-8.71143401024,-7.51999558723,-7.91680391524,-17.7793416533,-1.84595234916,-3.90158714029,-1.93222261716
2,2083.06044531,-8.63578719515,2151.0023125,2154.60770312,18.9505532128,-12.3454120964,-4.67531899197,1.02663725792,6.89025108111,2076.26753125,2078.86871875,-4.4365898005,7.47797783393,-3.49233684992,-10.4689865848,-3.93275654434,-8.37338172612,4.98508175142,-6.67177857659,2.21852638524,1954.35129688,1927.34171875,23.3658754655,-26.0655821625,1.0827343777,-5.4591295158,4.54066485262,0.877361424267,1.47041753344,2.63610079448,0.280361601441,-1.44430979475,2.34714035323,34.5701107627,40.7761512103,1977.76826562,14.1405751809,56.4143417148,-13.7306198536,11.2620013156,1.02154950807,0.778158582195,-1.64617935392,0.866991930827,-2.14505550337,-3.61707972877,-8.11557501311,-3.79984372125,28.0920012524,-6.58874538377,2.57050992631,-18.4427557244,-0.453242477824,-1.54716162676,-0.167763060993,13.3224494085,-17.2823874145,4.93899723552,8.94654257155,17.9719956312,7.40776132001,-4.72275764522,4.02964437491,3.3383265915
ukbench00068.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2311.11826563,-48.2064149258,2526.33789844,2557.09083594,8.03043189237,-80.3203714262,-19.3083025806,-77.8724284939,27.2853566324,1941.590875,2083.83602344,72.1195096232,105.872262004,8.16278844943,-4.6420565816,1.53435197609,-13.7306050014,-7.56407388733,154.985461287,26.9227927694,1993.31257031,2648.22402344,-49.081768557,264.113092319,61.4640303679,-220.235008505,-14.1614574144,-10.191917041,-8.90589087542,14.7067969083,57.4658666979,36.0724447723,99.6961788645,257.684140521,-110.760531519,2844.84828906,-77.3281080907,210.60647133,-0.256407482165,-48.7232977188,31.8447784568,43.4521677511,-1.23529063125,-40.5505784108,-19.8336181835,37.4738021061,35.7518326141,52.9517198319,-68.3417886631,-8.12472988509,-122.286798146,30.6737994807,17.2049216963,-16.7982472053,-33.2126342576,-19.3265205432,-50.6781822351,-11.6051304055,-9.32758697214,9.31830377914,-5.9638274025,22.1515922621,-3.71500336493,-1.17378207471
1,1989.03614844,-17.3715399816,1988.73970312,1973.96303906,-3.76244354736,1.12653088313,0.246992133756,-1.24058521579,7.07196696539,1809.71747656,1880.29525,31.4891864617,30.5523376892,5.74396085803,4.78266586989,1.31186420965,3.71914964963,-2.76846704174,50.7078364628,10.3903748582,1863.14504687,2007.61602344,10.9421941022,58.3135008328,15.4897188052,-39.0289963313,-5.68919826642,1.09655971842,-1.8786731329,4.57283492361,10.8915785555,2.31351528125,20.360411564,56.7888813348,-10.2467820251,2052.75403125,-2.8082674402,35.7839490948,3.47378923809,-10.434653236,-1.68292160356,7.52127112807,1.40696458247,-3.44209076796,7.26548373646,0.215890446258,-1.70779545909,8.574980988,-0.134637523504,-1.84714671402,-17.7481647612,0.247567678858,9.76230804127,7.50379077827,2.76219156195,7.21737424331,-6.62575389503,2.49228623864,-0.730011945003,0.774741931149,5.23248042053,0.742062051372,1.84584219627,-0.131148805296
2,2082.49542969,24.7160541776,2083.37385938,2183.74297656,13.9593594326,0.266114377822,-3.84664879963,-2.36252875374,-12.9560829346,2540.05069531,2392.4169375,-59.2715119179,-85.9872807701,-8.37570009226,-5.47420525335,-3.87638454827,1.15635160665,8.30688183255,-109.185055533,-18.0063250053,2433.39610937,2116.00367969,-19.2081807179,-128.117973705,-38.8527551625,77.3806230361,8.34843792807,0.906412209642,2.01776193576,-5.40029888851,-19.1443850645,-8.59499893503,-50.3764655642,-120.385904431,15.3403574957,2031.4526875,5.90863643003,-70.8395609635,-11.1013029799,20.4826626937,1.68551046258,-20.4042108105,-5.688055745,7.81321030058,-17.8302713418,-4.08937994497,12.0188265423,-23.0268846521,0.788919426763,3.42796843059,36.9354299289,-6.3242283662,-21.0731370299,-12.2218305485,-4.17301092358,-14.8633713273,15.3079690029,-2.16646469212,0.796409192005,-3.69403690271,-12.1414754319,-0.170514633297,0.0175382920856,-0.0913241620083
ukbench00069.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1847.22776562,-102.803624842,2309.17384375,2216.71654687,-200.173877825,132.720061518,10.1930958327,-211.347939297,34.4627378076,2127.24091406,1905.99586719,76.905383851,-20.5785436282,-28.035866115,-13.0966119565,18.2515080622,41.3995220968,-40.9892625237,223.220043585,93.5397574441,2221.7114375,2596.14315625,13.3748465692,135.400884077,-8.70113264705,-177.583338406,10.2739488224,-19.2677532629,10.0169493027,44.6047025386,-72.977345594,-52.4131245341,-21.55103272,278.286974109,-273.175457674,2645.37095313,-391.946053575,-32.5285908597,-185.672095056,62.4320321284,-19.2366361764,11.0085318847,-7.46093017568,-45.520297375,-87.1181679032,4.93280686848,4.97243012802,-75.6096719975,-94.2700934333,11.5572984997,-41.6509427516,-65.490593828,50.9852001467,-9.04491886076,-12.4924652818,-41.8796886029,-32.1055165651,-7.75497265179,17.9527975279,-73.4877378203,32.8475666121,24.7547868372,34.0694430718,15.7216129084
1,1997.04017187,-15.499863485,2022.87651563,1955.28698437,-32.9864880057,23.8851381338,3.74621592051,-22.9227848704,13.5383589693,1907.78832031,1875.87038281,17.9370792777,2.05163264597,-2.27031984908,1.24999906099,1.53701398882,4.1460985144,-0.860407794278,59.2626099972,24.8006613018,1947.44655469,2000.99409375,11.0737642215,29.6813588048,-0.696796630831,-16.6769366576,3.10815952696,-0.909791484555,0.284904754971,5.44430796109,-11.9978066364,-9.00588321762,0.783395883835,47.2111954927,-19.0042973103,1985.46789844,-71.5959916395,0.283378695891,-23.03770589,12.3366434191,-3.12505005705,-0.766341243283,0.964379284775,-5.13292265735,-4.86642829194,5.13013928296,-3.57122622557,-7.74839855016,-29.878714374,-12.3534347386,-3.29991266819,0.0261215900363,5.57975907115,0.708814934733,-6.20740926697,-3.48810510394,-5.78396401328,-3.93648002368,1.85032895521,-11.3867247274,0.228734102429,3.54185618892,7.66157460697,3.88586108242
